57>62>2010-06-09 07:48:45>5021.18>414.25>5437.43>MAIL>2010-06-09 07:48:45>62>62>DENIED
58>63>2010-06-06 02:23:10>6491.82>535.58>7030.40>COURIER>2010-06-06 02:23:10>63>63>PENDING
59>65>2010-05-31 23:13:41>4789.47>395.13>5189.60>MAIL>2010-05-31 23:13:41>65>65>SHIPPED
60>66>2010-07-06 01:15:57>130.51>10.77>145.28>MAIL>2010-07-06 01:15:57>66>66>PENDING
61>67>2010-05-15 01:49:11>6317.36>521.18>6841.54>SHIP>2010-05-15 01:49:11>67>67>SHIPPED
62>68>2010-05-22 19:48:25>7113.10>586.83>7704.93>FEDEX>2010-05-22 19:48:25>68>68>PENDING
63>70>2010-06-04 06:54:15>7839.75>646.78>8487.53>SHIP>2010-06-04 06:54:15>70>70>SHIPPED
64>71>2010-07-03 22:45:50>2474.32>204.13>2679.45>FEDEX>2010-07-03 22:45:50>71>71>PROCESSING
65>72>2010-05-29 13:07:49>4534.54>374.10>4909.64>FEDEX>2010-05-29 13:07:49>72>72>SHIPPED
66>73>2010-07-02 02:15:39>5615.00>463.24>6080.24>COURIER>2010-07-02 02:15:39>73>73>PENDING
67>74>2010-05-08 17:57:22>4811.62>396.96>5210.58>COURIER>2010-05-08 17:57:22>74>74>PROCESSING
68>75>2010-06-05 05:05:32>5399.28>445.44>5846.72>UPS>2010-06-05 05:05:32>75>75>SHIPPED
69>77>2010-07-01 01:45:41>841.36>69.41>915.77>AIR>2010-07-01 01:45:41>77>77>DENIED
70>78>2010-06-22 20:06:09>9437.43>778.59>10217.02>SHIP>2010-06-22 20:06:09>78>78>SHIPPED
71>79>2010-05-29 01:45:08>2541.24>209.65>2752.89>MAIL>2010-05-29 01:45:08>79>79>SHIPPED
72>80>2010-07-07 00:03:51>8240.43>679.84>8923.27>MAIL>2010-07-07 00:03:51>80>80>DENIED
73>82>2010-07-02 05:49:28>9292.92>766.67>10061.59>SHIP>2010-07-02 05:49:28>82>82>PROCESSING
74>83>2010-05-11 01:04:02>843.81>69.61>916.42>SHIP>2010-05-11 01:04:02>83>83>PROCESSING
75>84>2010-06-25 16:14:21>5208.15>429.67>5641.82>FEDEX>2010-06-25 16:14:21>84>84>DENIED
76>85>2010-07-05 10:53:50>3876.71>319.83>4201.54>COURIER>2010-07-05 10:53:50>85>85>DENIED
77>87>2010-06-24 15:54:55>3728.43>307.60>4041.03>SHIP>2010-06-24 15:54:55>87>87>PENDING
78>88>2010-06-05 03:34:24>2522.29>208.09>2733.38>SHIP>2010-06-05 03:34:24>88>88>SHIPPED
79>89>2010-05-28 17:16:29>2919.09>240.82>3161.91>MAIL>2010-05-28 17:16:29>89>89>PROCESSING
80>90>2010-05-23 15:49:39>4849.44>400.08>5251.52>UPS>2010-05-23 15:49:39>90>90>PENDING
81>91>2010-06-02 05:06:25>3247.14>267.89>3517.03>FEDEX>2010-06-02 05:06:25>91>91>SHIPPED
82>92>2010-06-14 04:06:12>1012.29>83.51>1096.80>COURIER>2010-06-14 04:06:12>92>92>SHIPPED
83>93>2010-06-17 09:14:37>3663.62>302.25>3969.87>COURIER>2010-06-17 09:14:37>93>93>PENDING
84>94>2010-05-17 08:02:21>1589.95>131.17>1723.12>FEDEX>2010-05-17 08:02:21>94>94>PROCESSING
85>95>2010-06-15 09:49:11>2268.81>187.18>2456.99>AIR>2010-06-15 09:49:11>95>95>DENIED
86>96>2010-06-05 03:24:06>8006.51>660.54>8672.05>SHIP>2010-06-05 03:24:06>96>96>PROCESSING
87>97>2010-06-27 22:22:48>480.36>39.63>524.99>UPS>2010-06-27 22:22:48>97>97>PENDING
88>98>2010-06-24 01:15:34>9069.13>748.20>9818.33>AIR>2010-06-24 01:15:34>98>98>PENDING
89>99>2010-06-25 18:14:48>8499.70>701.23>9204.93>UPS>2010-06-25 18:14:48>99>99>SHIPPED
90>100>2010-07-02 05:00:26>1499.66>123.72>1627.38>FEDEX>2010-07-02 05:00:26>100>100>PENDING
91>101>2010-06-27 03:30:47>7802.41>643.70>8449.11>FEDEX>2010-06-27 03:30:47>101>101>DENIED
92>102>2010-05-24 08:24:27>8413.58>694.12>9109.70>FEDEX>2010-05-24 08:24:27>102>102>PENDING
93>104>2010-06-29 23:28:43>7401.34>610.61>8012.95>AIR>2010-06-29 23:28:43>104>104>PROCESSING
94>105>2010-06-28 17:11:51>3571.30>294.63>3866.93>MAIL>2010-06-28 17:11:51>105>105>PROCESSING
95>106>2010-06-11 09:56:07>8431.03>695.56>9128.59>AIR>2010-06-11 09:56:07>106>106>PENDING
96>107>2010-06-21 11:43:19>9603.23>792.27>10399.50>MAIL>2010-06-21 11:43:19>107>107>DENIED
97>108>2010-06-29 06:59:54>7904.85>652.15>8562.00>UPS>2010-06-29 06:59:54>108>108>SHIPPED
98>109>2010-06-04 21:40:22>2505.66>206.72>2716.38>COURIER>2010-06-04 21:40:22>109>109>PENDING
99>110>2010-05-13 15:42:39>161.20>13.30>176.50>UPS>2010-05-13 15:42:39>110>110>PENDING
100>111>2010-07-02 20:17:46>2819.15>232.58>3053.73>SHIP>2010-07-02 20:17:46>111>111>SHIPPED
101>112>2010-06-05 04:45:47>2603.60>214.80>2822.40>COURIER>2010-06-05 04:45:47>112>112>PROCESSING
102>113>2010-06-29 15:34:38>7414.03>611.66>8029.69>SHIP>2010-06-29 15:34:38>113>113>DENIED
103>114>2010-07-06 09:23:43>4968.90>409.93>5380.83>UPS>2010-07-06 09:23:43>114>114>PENDING
104>116>2010-06-30 16:59:01>3500.05>288.75>3792.80>MAIL>2010-06-30 16:59:01>116>116>PENDING
105>117>2010-05-15 20:47:31>112.23>9.26>126.49>UPS>2010-05-15 20:47:31>117>117>DENIED
106>118>2010-07-01 17:12:35>2472.35>203.97>2680.32>AIR>2010-07-01 17:12:35>118>118>PENDING
107>119>2010-06-10 22:01:48>7605.49>627.45>8233.94>FEDEX>2010-06-10 22:01:48>119>119>SHIPPED
108>120>2010-07-05 07:36:32>4591.64>378.81>4974.45>MAIL>2010-07-05 07:36:32>120>120>DENIED
109>121>2010-05-28 11:16:36>5649.13>466.05>6116.18>SHIP>2010-05-28 11:16:36>121>121>DENIED
110>122>2010-06-29 08:25:18>6857.74>565.76>7424.50>MAIL>2010-06-29 08:25:18>122>122>DENIED
111>123>2010-06-11 02:55:16>1723.64>142.20>1867.84>MAIL>2010-06-11 02:55:16>123>123>PENDING
112>124>2010-06-12 20:52:58>6286.30>518.62>6805.92>SHIP>2010-06-12 20:52:58>124>124>SHIPPED
113>125>2010-05-26 16:29:48>5647.19>465.89>6118.08>MAIL>2010-05-26 16:29:48>125>125>DENIED
114>126>2010-07-05 23:46:06>3915.38>323.02>4241.40>SHIP>2010-07-05 23:46:06>126>126>PROCESSING
115>127>2010-06-21 12:58:19>6273.57>517.57>6793.14>FEDEX>2010-06-21 12:58:19>127>127>DENIED
116>128>2010-06-02 18:05:34>5490.55>452.97>5948.52>COURIER>2010-06-02 18:05:34>128>128>PENDING
117>129>2010-06-02 15:55:33>4105.37>338.69>4448.06>UPS>2010-06-02 15:55:33>129>129>DENIED
118>130>2010-05-20 07:37:48>9813.35>809.60>10625.95>FEDEX>2010-05-20 07:37:48>130>130>SHIPPED
119>131>2010-05-23 16:14:22>2633.16>217.24>2853.40>FEDEX>2010-05-23 16:14:22>131>131>PENDING
120>132>2010-05-20 12:44:45>2610.33>215.35>2830.68>COURIER>2010-05-20 12:44:45>132>132>PROCESSING
121>133>2010-06-05 03:03:03>9486.92>782.67>10273.59>UPS>2010-06-05 03:03:03>133>133>SHIPPED
122>134>2010-07-04 07:18:43>8099.04>668.17>8769.21>COURIER>2010-07-04 07:18:43>134>134>SHIPPED
123>135>2010-05-21 19:04:21>4975.14>410.45>5387.59>COURIER>2010-05-21 19:04:21>135>135>PROCESSING
124>137>2010-06-20 02:28:03>9390.62>774.73>10170.35>SHIP>2010-06-20 02:28:03>137>137>SHIPPED
125>138>2010-05-13 15:42:46>1451.73>119.77>1575.50>SHIP>2010-05-13 15:42:46>138>138>SHIPPED
126>139>2010-05-12 08:19:36>4498.60>371.13>4871.73>COURIER>2010-05-12 08:19:36>139>139>DENIED
127>140>2010-05-26 13:12:23>6901.55>569.38>7475.93>COURIER>2010-05-26 13:12:23>140>140>PROCESSING
128>141>2010-05-24 19:02:12>9282.74>765.83>10051.57>MAIL>2010-05-24 19:02:12>141>141>DENIED
129>143>2010-05-29 17:17:17>7536.36>621.75>8163.11>FEDEX>2010-05-29 17:17:17>143>143>DENIED
130>144>2010-06-01 16:51:44>1973.39>162.80>2140.19>UPS>2010-06-01 16:51:44>144>144>PENDING
131>145>2010-05-28 20:23:09>5849.64>482.60>6334.24>UPS>2010-05-28 20:23:09>145>145>PROCESSING
132>148>2010-06-26 18:29:32>3456.77>285.18>3744.95>AIR>2010-06-26 18:29:32>148>148>PROCESSING
133>149>2010-05-30 11:33:01>7358.62>607.09>7969.71>UPS>2010-05-30 11:33:01>149>149>SHIPPED
134>151>2010-05-23 02:50:48>5701.14>470.34>6173.48>UPS>2010-05-23 02:50:48>151>151>DENIED
135>152>2010-05-27 12:12:24>3396.37>280.20>3681.57>FEDEX>2010-05-27 12:12:24>152>152>PROCESSING
136>153>2010-06-13 02:11:16>4716.10>389.08>5110.18>FEDEX>2010-06-13 02:11:16>153>153>DENIED
137>154>2010-06-30 16:36:34>1794.72>148.06>1945.78>AIR>2010-06-30 16:36:34>154>154>PROCESSING
138>155>2010-05-13 23:50:28>5895.55>486.38>6384.93>MAIL>2010-05-13 23:50:28>155>155>DENIED
139>156>2010-05-31 02:04:19>9683.68>798.90>10485.58>MAIL>2010-05-31 02:04:19>156>156>DENIED
140>157>2010-05-25 16:05:52>8074.59>666.15>8741.74>UPS>2010-05-25 16:05:52>157>157>DENIED
141>158>2010-05-23 18:35:23>3865.31>318.89>4188.20>AIR>2010-05-23 18:35:23>158>158>PENDING
142>159>2010-06-04 16:24:23>5316.84>438.64>5759.48>AIR>2010-06-04 16:24:23>159>159>PENDING
143>160>2010-06-02 07:10:30>4459.10>367.88>4829.98>COURIER>2010-06-02 07:10:30>160>160>DENIED
144>162>2010-06-14 15:50:32>9118.93>752.31>9875.24>MAIL>2010-06-14 15:50:32>162>162>PROCESSING
145>163>2010-06-16 08:23:14>9667.14>797.54>10468.68>COURIER>2010-06-16 08:23:14>163>163>DENIED
146>164>2010-05-19 17:57:16>6945.97>573.04>7520.01>COURIER>2010-05-19 17:57:16>164>164>PROCESSING
147>165>2010-05-13 15:03:18>9658.25>796.81>10460.06>SHIP>2010-05-13 15:03:18>165>165>SHIPPED
148>166>2010-05-18 20:22:52>1580.72>130.41>1716.13>SHIP>2010-05-18 20:22:52>166>166>DENIED
149>168>2010-05-28 17:17:30>3089.44>254.88>3349.32>FEDEX>2010-05-28 17:17:30>168>168>DENIED
150>169>2010-06-20 06:16:43>9502.03>783.92>10286.95>UPS>2010-06-20 06:16:43>169>169>PROCESSING
151>170>2010-06-06 23:06:08>2421.33>199.76>2625.09>MAIL>2010-06-06 23:06:08>170>170>PENDING
152>171>2010-06-10 13:18:45>9352.01>771.54>10126.55>AIR>2010-06-10 13:18:45>171>171>SHIPPED
153>173>2010-06-29 08:44:40>6057.22>499.72>6560.94>MAIL>2010-06-29 08:44:40>173>173>PENDING
154>174>2010-06-23 05:12:12>6306.87>520.32>6831.19>COURIER>2010-06-23 05:12:12>174>174>DENIED
155>175>2010-06-19 07:23:12>919.93>75.89>998.82>FEDEX>2010-06-19 07:23:12>175>175>PROCESSING
156>176>2010-05-13 05:54:43>5753.90>474.70>6233.60>UPS>2010-05-13 05:54:43>176>176>PENDING
157>177>2010-05-12 17:21:25>2339.20>192.98>2536.18>FEDEX>2010-05-12 17:21:25>177>177>PENDING
158>178>2010-05-27 00:20:55>184.66>15.23>203.89>UPS>2010-05-27 00:20:55>178>178>DENIED
159>179>2010-05-25 13:18:13>255.62>21.09>280.71>FEDEX>2010-05-25 13:18:13>179>179>SHIPPED
160>180>2010-05-25 06:49:24>7271.56>599.90>7876.46>COURIER>2010-05-25 06:49:24>180>180>DENIED
161>182>2010-05-12 13:01:54>235.10>19.40>259.50>COURIER>2010-05-12 13:01:54>182>182>PENDING
162>183>2010-06-14 21:33:42>5985.92>493.84>6484.76>COURIER>2010-06-14 21:33:42>183>183>PENDING
163>184>2010-06-15 09:01:43>2504.08>206.59>2711.67>AIR>2010-06-15 09:01:43>184>184>PENDING
164>185>2010-05-19 04:31:27>1911.34>157.69>2070.03>SHIP>2010-05-19 04:31:27>185>185>PENDING
165>186>2010-06-20 15:50:48>4362.82>359.93>4727.75>AIR>2010-06-20 15:50:48>186>186>DENIED
166>187>2010-05-23 07:38:19>5915.04>487.99>6404.03>AIR>2010-05-23 07:38:19>187>187>SHIPPED
167>188>2010-06-19 10:12:54>7453.80>614.94>8072.74>UPS>2010-06-19 10:12:54>188>188>PROCESSING
168>189>2010-07-03 19:07:16>2619.31>216.09>2838.40>AIR>2010-07-03 19:07:16>189>189>PENDING
169>190>2010-06-16 06:07:50>7562.41>623.90>8188.31>UPS>2010-06-16 06:07:50>190>190>PENDING
170>191>2010-05-29 05:08:15>9427.13>777.74>10205.87>AIR>2010-05-29 05:08:15>191>191>SHIPPED
171>193>2010-05-29 04:17:01>1869.80>154.26>2026.06>MAIL>2010-05-29 04:17:01>193>193>SHIPPED
172>194>2010-06-10 03:10:22>7881.86>650.25>8536.11>SHIP>2010-06-10 03:10:22>194>194>DENIED
173>195>2010-05-11 18:01:59>2207.63>182.13>2392.76>UPS>2010-05-11 18:01:59>195>195>PENDING
174>196>2010-06-17 13:32:45>5074.16>418.62>5496.78>FEDEX>2010-06-17 13:32:45>196>196>DENIED
175>197>2010-05-12 04:09:19>4893.79>403.74>5300.53>UPS>2010-05-12 04:09:19>197>197>PENDING
176>198>2010-05-22 21:36:53>2273.01>187.52>2462.53>AIR>2010-05-22 21:36:53>198>198>PROCESSING
177>199>2010-07-06 21:48:53>9210.67>759.88>9971.55>UPS>2010-07-06 21:48:53>199>199>PROCESSING
178>200>2010-06-29 13:59:09>977.07>80.61>1061.68>COURIER>2010-06-29 13:59:09>200>200>DENIED
179>201>2010-05-16 07:04:34>8259.76>681.43>8942.19>AIR>2010-05-16 07:04:34>201>201>SHIPPED
180>203>2010-06-07 16:52:57>5782.46>477.05>6260.51>COURIER>2010-06-07 16:52:57>203>203>DENIED
181>204>2010-06-02 14:13:33>4905.25>404.68>5313.93>AIR>2010-06-02 14:13:33>204>204>SHIPPED
182>205>2010-07-04 22:04:40>9032.75>745.20>9779.95>MAIL>2010-07-04 22:04:40>205>205>PENDING
183>206>2010-07-01 08:07:07>5512.14>454.75>5967.89>MAIL>2010-07-01 08:07:07>206>206>PROCESSING
184>207>2010-06-22 18:57:02>7120.25>587.42>7708.67>UPS>2010-06-22 18:57:02>207>207>DENIED
185>208>2010-05-25 11:57:28>7820.92>645.23>8470.15>AIR>2010-05-25 11:57:28>208>208>PROCESSING
186>209>2010-05-25 16:27:05>5715.58>471.54>6190.12>AIR>2010-05-25 16:27:05>209>209>PENDING
187>210>2010-05-14 12:07:18>7368.87>607.93>7978.80>UPS>2010-05-14 12:07:18>210>210>PENDING
188>211>2010-06-03 20:49:43>6283.79>518.41>6804.20>MAIL>2010-06-03 20:49:43>211>211>PROCESSING
189>212>2010-05-14 05:26:47>6576.20>542.54>7121.74>UPS>2010-05-14 05:26:47>212>212>PENDING
190>213>2010-05-10 02:48:16>3407.72>281.14>3691.86>UPS>2010-05-10 02:48:16>213>213>DENIED
191>214>2010-05-19 13:25:06>7892.26>651.11>8547.37>FEDEX>2010-05-19 13:25:06>214>214>SHIPPED
192>215>2010-06-01 18:55:28>2846.33>234.82>3085.15>AIR>2010-06-01 18:55:28>215>215>DENIED
193>216>2010-06-30 11:09:14>6164.88>508.60>6676.48>FEDEX>2010-06-30 11:09:14>216>216>PENDING
194>217>2010-06-09 04:41:54>5702.06>470.42>6173.48>COURIER>2010-06-09 04:41:54>217>217>PROCESSING
195>219>2010-06-20 02:28:50>3632.44>299.68>3933.12>AIR>2010-06-20 02:28:50>219>219>PROCESSING
196>220>2010-06-28 19:58:51>1402.50>115.71>1519.21>SHIP>2010-06-28 19:58:51>220>220>PROCESSING
197>221>2010-06-28 10:39:09>4356.90>359.44>4718.34>MAIL>2010-06-28 10:39:09>221>221>PROCESSING
198>222>2010-06-10 23:50:48>7648.41>630.99>8281.40>SHIP>2010-06-10 23:50:48>222>222>PROCESSING
199>223>2010-06-19 08:02:43>1852.35>152.82>2010.17>SHIP>2010-06-19 08:02:43>223>223>SHIPPED
200>224>2010-06-06 03:57:21>171.92>14.18>190.10>COURIER>2010-06-06 03:57:21>224>224>DENIED
201>225>2010-06-19 13:15:16>3189.92>263.17>3454.09>SHIP>2010-06-19 13:15:16>225>225>PROCESSING
202>226>2010-07-02 07:35:34>3921.67>323.54>4250.21>UPS>2010-07-02 07:35:34>226>226>PROCESSING
203>227>2010-05-25 13:51:23>6932.01>571.89>7505.90>UPS>2010-05-25 13:51:23>227>227>DENIED
204>228>2010-06-07 00:01:35>2892.91>238.67>3134.58>AIR>2010-06-07 00:01:35>228>228>SHIPPED
205>229>2010-07-02 12:16:15>5176.61>427.07>5605.68>SHIP>2010-07-02 12:16:15>229>229>PROCESSING
206>230>2010-06-27 17:22:09>4508.60>371.96>4881.56>AIR>2010-06-27 17:22:09>230>230>PROCESSING
207>231>2010-06-15 19:39:39>4114.07>339.41>4454.48>FEDEX>2010-06-15 19:39:39>231>231>DENIED
208>232>2010-05-14 04:50:31>1451.75>119.77>1573.52>SHIP>2010-05-14 04:50:31>232>232>PROCESSING
209>233>2010-05-09 01:56:18>474.31>39.13>518.44>AIR>2010-05-09 01:56:18>233>233>DENIED
210>234>2010-06-07 14:58:35>4543.13>374.81>4919.94>FEDEX>2010-06-07 14:58:35>234>234>PROCESSING
211>235>2010-06-02 04:14:37>1518.66>125.29>1647.95>COURIER>2010-06-02 04:14:37>235>235>SHIPPED
212>236>2010-05-22 21:20:04>774.09>63.86>840.95>SHIP>2010-05-22 21:20:04>236>236>PROCESSING
213>237>2010-05-28 13:01:20>5211.89>429.98>5646.87>MAIL>2010-05-28 13:01:20>237>237>PENDING
214>239>2010-07-02 13:26:48>1088.85>89.83>1181.68>FEDEX>2010-07-02 13:26:48>239>239>PENDING
215>241>2010-05-15 13:17:06>5393.54>444.97>5840.51>MAIL>2010-05-15 13:17:06>241>241>DENIED
216>242>2010-05-19 10:56:05>4546.40>375.08>4922.48>COURIER>2010-05-19 10:56:05>242>242>PENDING
217>243>2010-06-17 15:04:33>5929.78>489.21>6419.99>MAIL>2010-06-17 15:04:33>243>243>PROCESSING
218>244>2010-06-25 16:30:56>5397.92>445.33>5845.25>COURIER>2010-06-25 16:30:56>244>244>PENDING
219>245>2010-06-16 22:01:31>826.47>68.18>899.65>SHIP>2010-06-16 22:01:31>245>245>DENIED
220>246>2010-05-18 21:02:55>7860.26>648.47>8510.73>AIR>2010-05-18 21:02:55>246>246>PENDING
221>247>2010-06-15 09:20:37>9924.12>818.74>10745.86>FEDEX>2010-06-15 09:20:37>247>247>SHIPPED
222>248>2010-06-11 11:18:39>2899.77>239.23>3141.00>COURIER>2010-06-11 11:18:39>248>248>DENIED
223>249>2010-05-19 19:55:30>5729.34>472.67>6207.01>AIR>2010-05-19 19:55:30>249>249>PROCESSING
224>250>2010-05-11 09:22:26>1365.83>112.68>1479.51>FEDEX>2010-05-11 09:22:26>250>250>DENIED
225>251>2010-05-12 04:45:01>7576.19>625.04>8206.23>UPS>2010-05-12 04:45:01>251>251>SHIPPED
226>252>2010-05-13 21:43:52>8543.05>704.80>9251.85>COURIER>2010-05-13 21:43:52>252>252>PENDING
227>253>2010-05-24 23:46:03>528.14>43.57>573.71>FEDEX>2010-05-24 23:46:03>253>253>PROCESSING
228>254>2010-05-20 10:13:52>3749.88>309.37>4062.25>FEDEX>2010-05-20 10:13:52>254>254>SHIPPED
229>255>2010-06-15 22:24:05>1438.74>118.70>1560.44>FEDEX>2010-06-15 22:24:05>255>255>PROCESSING
230>257>2010-06-13 12:56:42>738.10>60.89>803.99>AIR>2010-06-13 12:56:42>257>257>DENIED
231>258>2010-05-17 22:49:01>9706.15>800.76>10508.91>COURIER>2010-05-17 22:49:01>258>258>PROCESSING
232>259>2010-05-28 23:52:33>480.38>39.63>524.01>SHIP>2010-05-28 23:52:33>259>259>PROCESSING
233>260>2010-06-22 14:24:34>5805.28>478.94>6287.22>MAIL>2010-06-22 14:24:34>260>260>DENIED
234>261>2010-06-22 06:30:43>1550.20>127.89>1682.09>MAIL>2010-06-22 06:30:43>261>261>PENDING
235>263>2010-06-28 22:35:14>997.24>82.27>1081.51>FEDEX>2010-06-28 22:35:14>263>263>DENIED
236>264>2010-06-29 08:54:18>7957.29>656.48>8616.77>AIR>2010-06-29 08:54:18>264>264>DENIED
237>265>2010-05-23 17:56:59>5241.95>432.46>5678.41>FEDEX>2010-05-23 17:56:59>265>265>PROCESSING
238>266>2010-05-17 23:51:17>3819.42>315.10>4137.52>COURIER>2010-05-17 23:51:17>266>266>SHIPPED
